"","iso_code","year","country","population","co2","co2_per_capita"
"738","MYS",2018,"Malaysia",32399270,267.087,8.244
"739","MYS",2019,"Malaysia",32804024,269.156,8.205
"740","MYS",2020,"Malaysia",33199988,259.481,7.816
"741","MYT",2016,"Mayotte",260296,0.301,1.155
"742","MYT",2017,"Mayotte",271576,0.297,1.092
"743","MYT",2018,"Mayotte",282968,0.295,1.042
"744","MYT",2019,"Mayotte",294502,0.302,1.026
"745","MYT",2020,"Mayotte",305591,0.273,0.894
"746","NAM",2016,"Namibia",2323351,4.051,1.744
"747","NAM",2017,"Namibia",2364540,4.216,1.783
"748","NAM",2018,"Namibia",2405682,4.155,1.727
"749","NAM",2019,"Namibia",2446648,4.107,1.679
"750","NAM",2020,"Namibia",2489099,3.945,1.585
"751","NCL",2016,"New Caledonia",283753,5.315,18.732
"752","NCL",2017,"New Caledonia",284358,5.345,18.797
"753","NCL",2018,"New Caledonia",284887,5.346,18.764
"754","NCL",2019,"New Caledonia",285374,5.119,17.937
"755","NCL",2020,"New Caledonia",286412,5.387,18.807
"756","NER",2016,"Niger",20921748,2.147,0.103
"757","NER",2017,"Niger",21737924,2.252,0.104
"758","NER",2018,"Niger",22577060,1.793,0.079
"759","NER",2019,"Niger",23443400,2.469,0.105
"760","NER",2020,"Niger",24333644,2.491,0.102
"761","NGA",2016,"Nigeria",188666928,116.95,0.62
"762","NGA",2017,"Nigeria",193495904,112.777,0.583
"763","NGA",2018,"Nigeria",198387616,105.23,0.53
"764","NGA",2019,"Nigeria",203304496,127.304,0.626
"765","NGA",2020,"Nigeria",208327408,130.177,0.625
"766","NIC",2016,"Nicaragua",6389237,5.406,0.846
"767","NIC",2017,"Nicaragua",6480534,5.461,0.843
"768","NIC",2018,"Nicaragua",6572234,5.199,0.791
"769","NIC",2019,"Nicaragua",6663919,5.219,0.783
"770","NIC",2020,"Nicaragua",6755900,4.557,0.675
"771","NIU",2016,"Niue",1883,0.007,3.892
"772","NIU",2017,"Niue",1891,0.007,3.875
"773","NIU",2018,"Niue",1907,0.011,5.764
"774","NIU",2019,"Niue",1943,0.011,5.657
"775","NIU",2020,"Niue",1963,0.012,5.91
"776","NLD",2016,"Netherlands",17124512,164.862,9.627
"777","NLD",2017,"Netherlands",17207204,162.494,9.443
"778","NLD",2018,"Netherlands",17286042,158.628,9.177
"779","NLD",2019,"Netherlands",17363260,153.033,8.814
"780","NLD",2020,"Netherlands",17434562,137.85,7.907
"781","NOR",2016,"Norway",5236591,44.765,8.549
"782","NOR",2017,"Norway",5277396,44.242,8.383
"783","NOR",2018,"Norway",5312321,44.393,8.357
"784","NOR",2019,"Norway",5348285,42.784,8
"785","NOR",2020,"Norway",5379836,41.196,7.657
"786","NPL",2016,"Nepal",27861186,9.761,0.35
"787","NPL",2017,"Nepal",28183424,11.648,0.413
"788","NPL",2018,"Nepal",28506718,14.833,0.52
"789","NPL",2019,"Nepal",28832500,13.428,0.466
"790","NPL",2020,"Nepal",29348626,13.944,0.475
"791","NRU",2016,"Nauru",11463,0.051,4.475
"792","NRU",2017,"Nauru",11708,0.055,4.694
"793","NRU",2018,"Nauru",11949,0.055,4.6
"794","NRU",2019,"Nauru",12156,0.055,4.521
"795","NRU",2020,"Nauru",12339,0.058,4.701
"796","NZL",2016,"New Zealand",4668088,34.153,7.316
"797","NZL",2017,"New Zealand",4746253,35.688,7.519
"798","NZL",2018,"New Zealand",4838528,35.705,7.379
"799","NZL",2019,"New Zealand",4959033,37.121,7.486
"800","NZL",2020,"New Zealand",5061130,34.457,6.808
"801","OMN",2016,"Oman",4398080,65.669,14.931
"802","OMN",2017,"Oman",4541853,68.62,15.108
"803","OMN",2018,"Oman",4601160,72.556,15.769
"804","OMN",2019,"Oman",4602769,72.177,15.681
"805","OMN",2020,"Oman",4543406,72.506,15.959
"806","PAK",2016,"Pakistan",213524848,195.791,0.917
"807","PAK",2017,"Pakistan",216379648,216.158,0.999
"808","PAK",2018,"Pakistan",219731488,205.061,0.933
"809","PAK",2019,"Pakistan",223293280,206.061,0.923
"810","PAK",2020,"Pakistan",227196736,210.384,0.926
"811","PAN",2016,"Panama",4026338,10.439,2.593
"812","PAN",2017,"Panama",4096071,11.223,2.74
"813","PAN",2018,"Panama",4165258,10.768,2.585
"814","PAN",2019,"Panama",4232538,13.42,3.171
"815","PAN",2020,"Panama",4294391,11.656,2.714
"816","PER",2016,"Peru",31132776,52.814,1.696
"817","PER",2017,"Peru",31605488,53.73,1.7
"818","PER",2018,"Peru",32203946,55.163,1.713
"819","PER",2019,"Peru",32824864,57.68,1.757
"820","PER",2020,"Peru",33304768,47.489,1.426
"821","PHL",2016,"Philippines",104875272,122.558,1.169
"822","PHL",2017,"Philippines",106738496,135.15,1.266
"823","PHL",2018,"Philippines",108568832,141.824,1.306
"824","PHL",2019,"Philippines",110380800,145.232,1.316
"825","PHL",2020,"Philippines",112190984,135.662,1.209
"826","PLW",2016,"Palau",17840,0.213,11.912
"827","PLW",2017,"Palau",17857,0.216,12.106
"828","PLW",2018,"Palau",17887,0.213,11.881
"829","PLW",2019,"Palau",17939,0.22,12.255
"830","PLW",2020,"Palau",17999,0.232,12.891
"831","PNG",2016,"Papua New Guinea",8899176,6.812,0.765
"832","PNG",2017,"Papua New Guinea",9114803,6.47,0.71
"833","PNG",2018,"Papua New Guinea",9329233,7.523,0.806
"834","PNG",2019,"Papua New Guinea",9542492,7.879,0.826
"835","PNG",2020,"Papua New Guinea",9749641,8.325,0.854
"836","POL",2016,"Poland",38532108,324.381,8.418
"837","POL",2017,"Poland",38532816,337.735,8.765
"838","POL",2018,"Poland",38521464,337.048,8.75
"839","POL",2019,"Poland",38493600,318.488,8.274
"840","POL",2020,"Poland",38428368,303.523,7.898
"841","PRI",2016,"Puerto Rico",3432745,NA,NA
"842","PRI",2017,"Puerto Rico",3366407,NA,NA
"843","PRI",2018,"Puerto Rico",3319269,NA,NA
"844","PRI",2019,"Puerto Rico",3292888,NA,NA
"845","PRI",2020,"Puerto Rico",3271570,NA,NA
"846","PRK",2016,"North Korea",25389614,27.572,1.086
"847","PRK",2017,"North Korea",25516318,51.736,2.028
"848","PRK",2018,"North Korea",25638152,47.63,1.858
"849","PRK",2019,"North Korea",25755442,52.764,2.049
"850","PRK",2020,"North Korea",25867474,55.336,2.139
"851","PRT",2016,"Portugal",10332751,50.442,4.882
"852","PRT",2017,"Portugal",10307528,55.21,5.356
"853","PRT",2018,"Portugal",10289833,51.459,5.001
"854","PRT",2019,"Portugal",10289921,47.619,4.628
"855","PRT",2020,"Portugal",10298186,41.8,4.059
"856","PRY",2016,"Paraguay",6266623,7.154,1.142
"857","PRY",2017,"Paraguay",6355406,8.069,1.27
"858","PRY",2018,"Paraguay",6443337,8.508,1.32
"859","PRY",2019,"Paraguay",6530029,8.244,1.263
"860","PRY",2020,"Paraguay",6618700,8.033,1.214
"861","PSE",2016,"Palestine",4593855,3.234,0.704
"862","PSE",2017,"Palestine",4700954,3.268,0.695
"863","PSE",2018,"Palestine",4805549,2.959,0.616
"864","PSE",2019,"Palestine",4909775,3.265,0.665
"865","PSE",2020,"Palestine",5019407,3.017,0.601
"866","PYF",2016,"French Polynesia",293552,0.868,2.958
"867","PYF",2017,"French Polynesia",295456,0.861,2.914
"868","PYF",2018,"French Polynesia",297615,0.876,2.942
"869","PYF",2019,"French Polynesia",299730,0.876,2.922
"870","PYF",2020,"French Polynesia",301935,0.924,3.061
"871","QAT",2016,"Qatar",2595175,87.545,33.734
"872","QAT",2017,"Qatar",2711764,100.18,36.943
"873","QAT",2018,"Qatar",2766743,95.232,34.42
"874","QAT",2019,"Qatar",2807242,101.152,36.033
"875","QAT",2020,"Qatar",2760390,92.861,33.64
"876","REU",2016,"Reunion",926628,4.512,4.869
"877","REU",2017,"Reunion",932745,4.452,4.773
"878","REU",2018,"Reunion",941189,4.426,4.703
"879","REU",2019,"Reunion",949423,4.535,4.776
"880","REU",2020,"Reunion",957829,4.103,4.284
"881","ROU",2016,"Romania",19797820,77.012,3.89
"882","ROU",2017,"Romania",19698852,80.043,4.063
"883","ROU",2018,"Romania",19606778,80.516,4.107
"884","ROU",2019,"Romania",19524212,77.031,3.945
"885","ROU",2020,"Romania",19442040,74.138,3.813
"886","RUS",2016,"Russia",145109152,1624.756,11.197
"887","RUS",2017,"Russia",145452544,1654.154,11.372
"888","RUS",2018,"Russia",145652288,1700.453,11.675
"889","RUS",2019,"Russia",145742288,1692.363,11.612
"890","RUS",2020,"Russia",145617328,1624.221,11.154
"891","RWA",2016,"Rwanda",11930902,1.069,0.09
"892","RWA",2017,"Rwanda",12230343,1.168,0.095
"893","RWA",2018,"Rwanda",12531810,1.281,0.102
"894","RWA",2019,"Rwanda",12835029,1.812,0.141
"895","RWA",2020,"Rwanda",13146367,1.662,0.126
"896","SAU",2016,"Saudi Arabia",33416272,642.86,19.238
"897","SAU",2017,"Saudi Arabia",34193120,643.639,18.824
"898","SAU",2018,"Saudi Arabia",35018132,626.191,17.882
"899","SAU",2019,"Saudi Arabia",35827364,656.481,18.323
"900","SAU",2020,"Saudi Arabia",35997108,661.193,18.368
"901","SDN",2016,"Sudan",39377168,20.038,0.509
"902","SDN",2017,"Sudan",40679820,22.432,0.551
"903","SDN",2018,"Sudan",41999064,21.864,0.521
"904","SDN",2019,"Sudan",43232092,21.952,0.508
"905","SDN",2020,"Sudan",44440484,20.036,0.451
"906","SEN",2016,"Senegal",14751356,10.016,0.679
"907","SEN",2017,"Senegal",15157793,10.76,0.71
"908","SEN",2018,"Senegal",15574910,11.33,0.727
"909","SEN",2019,"Senegal",16000783,12.761,0.798
"910","SEN",2020,"Senegal",16436120,12.744,0.775
"911","SGP",2016,"Singapore",5711936,35.654,6.242
"912","SGP",2017,"Singapore",5764489,37.157,6.446
"913","SGP",2018,"Singapore",5814543,46.02,7.915
"914","SGP",2019,"Singapore",5866408,29.917,5.1
"915","SGP",2020,"Singapore",5909874,29.909,5.061
"916","SHN",2016,"Saint Helena",5533,0.015,2.649
"917","SHN",2017,"Saint Helena",5521,0.011,1.991
"918","SHN",2018,"Saint Helena",5494,0.011,2.001
"919","SHN",2019,"Saint Helena",5470,0.015,2.679
"920","SHN",2020,"Saint Helena",5448,0.013,2.297
"921","SJM",2016,"Svalbard and Jan Mayen",2400,NA,NA
"922","SJM",2017,"Svalbard and Jan Mayen",2400,NA,NA
"923","SJM",2018,"Svalbard and Jan Mayen",NA,NA,NA
"924","SJM",2019,"Svalbard and Jan Mayen",NA,NA,NA
"925","SJM",2020,"Svalbard and Jan Mayen",NA,NA,NA
"926","SLB",2016,"Solomon Islands",628110,0.289,0.461
"927","SLB",2017,"Solomon Islands",643641,0.286,0.444
"928","SLB",2018,"Solomon Islands",659259,0.289,0.439
"929","SLB",2019,"Solomon Islands",675000,0.293,0.434
"930","SLB",2020,"Solomon Islands",691198,0.309,0.448
"931","SLE",2016,"Sierra Leone",7493918,1.15,0.154
"932","SLE",2017,"Sierra Leone",7677570,1.055,0.137
"933","SLE",2018,"Sierra Leone",7861287,1.037,0.132
"934","SLE",2019,"Sierra Leone",8046830,1.191,0.148
"935","SLE",2020,"Sierra Leone",8233973,1.216,0.148
"936","SLV",2016,"El Salvador",6250513,6.596,1.055
"937","SLV",2017,"El Salvador",6266661,5.97,0.953
"938","SLV",2018,"El Salvador",6276340,6.41,1.021
"939","SLV",2019,"El Salvador",6280222,7.423,1.182
"940","SLV",2020,"El Salvador",6292734,6.501,1.033
"941","SOM",2016,"Somalia",14292848,0.638,0.045
"942","SOM",2017,"Somalia",14864224,0.638,0.043
"943","SOM",2018,"Somalia",15411101,0.638,0.041
"944","SOM",2019,"Somalia",15981312,0.638,0.04
"945","SOM",2020,"Somalia",16537018,0.578,0.035
"946","SPM",2016,"Saint Pierre and Miquelon",5990,0.066,11.01
"947","SPM",2017,"Saint Pierre and Miquelon",5980,0.066,11.029
"948","SPM",2018,"Saint Pierre and Miquelon",5969,0.059,9.821
"949","SPM",2019,"Saint Pierre and Miquelon",5952,0.066,11.081
"950","SPM",2020,"Saint Pierre and Miquelon",5930,0.056,9.496
"951","SRB",2016,"Serbia",7493288,45.04,6.011
"952","SRB",2017,"Serbia",7464882,45.53,6.099
"953","SRB",2018,"Serbia",7433825,44.32,5.962
"954","SRB",2019,"Serbia",7401056,44.344,5.992
"955","SRB",2020,"Serbia",7358010,44.549,6.055
"956","SSD",2016,"South Sudan",11066116,1.704,0.154
"957","SSD",2017,"South Sudan",10658230,1.455,0.136
"958","SSD",2018,"South Sudan",10395332,1.499,0.144
"959","SSD",2019,"South Sudan",10447677,1.652,0.158
"960","SSD",2020,"South Sudan",10606224,1.499,0.141
"961","STP",2016,"Sao Tome and Principe",204640,0.125,0.609
"962","STP",2017,"Sao Tome and Principe",208050,0.128,0.616
"963","STP",2018,"Sao Tome and Principe",211358,0.132,0.624
"964","STP",2019,"Sao Tome and Principe",214612,0.132,0.615
"965","STP",2020,"Sao Tome and Principe",218650,0.124,0.569
"966","SUR",2016,"Suriname",581462,2.349,4.04
"967","SUR",2017,"Suriname",587566,2.111,3.593
"968","SUR",2018,"Suriname",593729,1.869,3.149
"969","SUR",2019,"Suriname",600305,2.683,4.469
"970","SUR",2020,"Suriname",607068,2.608,4.295
"971","SVK",2016,"Slovakia",5431205,34.913,6.428
"972","SVK",2017,"Slovakia",5439418,36.113,6.639
"973","SVK",2018,"Slovakia",5446746,36.103,6.628
"974","SVK",2019,"Slovakia",5453932,33.776,6.193
"975","SVK",2020,"Slovakia",5456681,31.095,5.698
"976","SVN",2016,"Slovenia",2090020,14.465,6.921
"977","SVN",2017,"Slovenia",2098396,14.622,6.968
"978","SVN",2018,"Slovenia",2105931,14.527,6.898
"979","SVN",2019,"Slovenia",2112905,14.048,6.649
"980","SVN",2020,"Slovenia",2117648,12.866,6.076
"981","SWE",2016,"Sweden",9953322,43.416,4.362
"982","SWE",2017,"Sweden",10058191,42.704,4.246
"983","SWE",2018,"Sweden",10162300,42.095,4.142
"984","SWE",2019,"Sweden",10267922,40.982,3.991
"985","SWE",2020,"Sweden",10368968,36.515,3.522
"986","SWZ",2016,"Eswatini",1142529,1.055,0.924
"987","SWZ",2017,"Eswatini",1151397,0.986,0.856
"988","SWZ",2018,"Eswatini",1160430,1.033,0.89
"989","SWZ",2019,"Eswatini",1169620,1.121,0.959
"990","SWZ",2020,"Eswatini",1180663,1.06,0.898
"991","SXM",2016,"Sint Maarten (Dutch part)",41365,0.744,17.981
"992","SXM",2017,"Sint Maarten (Dutch part)",41901,0.707,16.877
"993","SXM",2018,"Sint Maarten (Dutch part)",42268,0.689,16.297
"994","SXM",2019,"Sint Maarten (Dutch part)",43002,0.689,16.019
"995","SXM",2020,"Sint Maarten (Dutch part)",43638,0.588,13.477
"996","SYC",2016,"Seychelles",100521,0.553,5.504
"997","SYC",2017,"Seychelles",101828,0.575,5.649
"998","SYC",2018,"Seychelles",103120,0.601,5.827
"999","SYC",2019,"Seychelles",104386,0.594,5.686
"1000","SYC",2020,"Seychelles",105545,0.538,5.101
"1001","SYR",2016,"Syria",18964252,29.003,1.529
"1002","SYR",2017,"Syria",18983370,32.613,1.718
"1003","SYR",2018,"Syria",19333464,30.23,1.564
"1004","SYR",2019,"Syria",20098252,27.479,1.367
"1005","SYR",2020,"Syria",20772602,26.16,1.259
"1006","TCA",2016,"Turks and Caicos Islands",38267,0.33,8.617
"1007","TCA",2017,"Turks and Caicos Islands",39865,0.352,8.823
"1008","TCA",2018,"Turks and Caicos Islands",41516,0.363,8.737
"1009","TCA",2019,"Turks and Caicos Islands",43104,0.363,8.415
"1010","TCA",2020,"Turks and Caicos Islands",44297,0.31,6.992
"1011","TCD",2016,"Chad",14592587,2.015,0.138
"1012","TCD",2017,"Chad",15085893,1.978,0.131
"1013","TCD",2018,"Chad",15604213,2.007,0.129
"1014","TCD",2019,"Chad",16126868,1.922,0.119
"1015","TCD",2020,"Chad",16644707,1.802,0.108
"1016","TGO",2016,"Togo",7661361,2.312,0.302
"1017","TGO",2017,"Togo",7852799,2.16,0.275
"1018","TGO",2018,"Togo",8046680,2.208,0.274
"1019","TGO",2019,"Togo",8243093,2.205,0.267
"1020","TGO",2020,"Togo",8442583,2.244,0.266
"1021","THA",2016,"Thailand",70607032,288.512,4.086
"1022","THA",2017,"Thailand",70898208,293.074,4.134
"1023","THA",2018,"Thailand",71127808,282.105,3.966
"1024","THA",2019,"Thailand",71307768,290.239,4.07
"1025","THA",2020,"Thailand",71475664,277.368,3.881
"1026","TJK",2016,"Tajikistan",8725326,6.437,0.738
"1027","TJK",2017,"Tajikistan",8925529,7.858,0.88
"1028","TJK",2018,"Tajikistan",9128131,9.108,0.998
"1029","TJK",2019,"Tajikistan",9337008,9.832,1.053
"1030","TJK",2020,"Tajikistan",9543211,9.434,0.989
"1031","TKM",2016,"Turkmenistan",5868568,73.464,12.518
"1032","TKM",2017,"Turkmenistan",5968388,73.359,12.291
"1033","TKM",2018,"Turkmenistan",6065072,73.252,12.078
"1034","TKM",2019,"Turkmenistan",6158424,74.762,12.14
"1035","TKM",2020,"Turkmenistan",6250442,72.036,11.525
"1036","TLS",2016,"Timor",1224568,0.59,0.482
"1037","TLS",2017,"Timor",1243238,0.634,0.51
"1038","TLS",2018,"Timor",1261850,0.634,0.502
"1039","TLS",2019,"Timor",1280442,0.685,0.535
"1040","TLS",2020,"Timor",1299998,0.719,0.553
"1041","TON",2016,"Tonga",105721,0.125,1.178
"1042","TON",2017,"Tonga",105430,0.136,1.286
"1043","TON",2018,"Tonga",105167,0.136,1.289
"1044","TON",2019,"Tonga",104965,0.161,1.536
"1045","TON",2020,"Tonga",105265,0.17,1.616
"1046","TTO",2016,"Trinidad and Tobago",1469334,39.893,27.15
"1047","TTO",2017,"Trinidad and Tobago",1478616,40.318,27.267
"1048","TTO",2018,"Trinidad and Tobago",1504707,40.328,26.801
"1049","TTO",2019,"Trinidad and Tobago",1519960,40.768,26.822
"1050","TTO",2020,"Trinidad and Tobago",1518142,35.756,23.553
"1051","TUN",2016,"Tunisia",11685666,29.88,2.557
"1052","TUN",2017,"Tunisia",11811441,30.486,2.581
"1053","TUN",2018,"Tunisia",11933040,29.997,2.514
"1054","TUN",2019,"Tunisia",12049319,29.704,2.465
"1055","TUN",2020,"Tunisia",12161720,27.578,2.268
"1056","TUR",2016,"Turkey",81019400,405.305,5.003
"1057","TUR",2017,"Turkey",82089824,430.22,5.241
"1058","TUR",2018,"Turkey",82809304,422.569,5.103
"1059","TUR",2019,"Turkey",83481688,401.72,4.812
"1060","TUR",2020,"Turkey",84135432,413.433,4.914
"1061","TUV",2016,"Tuvalu",10876,0.007,0.674
"1062","TUV",2017,"Tuvalu",10850,0.007,0.675
"1063","TUV",2018,"Tuvalu",10883,0.007,0.673
"1064","TUV",2019,"Tuvalu",10983,0.007,0.667
"1065","TUV",2020,"Tuvalu",11090,0.008,0.697
"1066","TWN",2016,"Taiwan",23594476,279.705,11.855
"1067","TWN",2017,"Taiwan",23665028,284.821,12.036
"1068","TWN",2018,"Taiwan",23726186,282.843,11.921
"1069","TWN",2019,"Taiwan",23777742,273.515,11.503
"1070","TWN",2020,"Taiwan",23821468,264.267,11.094
"1071","TZA",2016,"Tanzania",54401804,10.869,0.2
"1072","TZA",2017,"Tanzania",56267040,11.403,0.203
"1073","TZA",2018,"Tanzania",58090444,11.787,0.203
"1074","TZA",2019,"Tanzania",59872584,13.043,0.218
"1075","TZA",2020,"Tanzania",61704520,12.294,0.199
"1076","UGA",2016,"Uganda",38748308,4.789,0.124
"1077","UGA",2017,"Uganda",40127096,5.377,0.134
"1078","UGA",2018,"Uganda",41515400,5.631,0.136
"1079","UGA",2019,"Uganda",42949076,6.012,0.14
"1080","UGA",2020,"Uganda",44404608,5.507,0.124
"1081","UKR",2016,"Ukraine",44833568,234.008,5.219
"1082","UKR",2017,"Ukraine",44657260,223.087,4.996
"1083","UKR",2018,"Ukraine",44446952,231.675,5.212
"1084","UKR",2019,"Ukraine",44211100,222.057,5.023
"1085","UKR",2020,"Ukraine",43909664,206.941,4.713
"1086","URY",2016,"Uruguay",3413768,6.521,1.91
"1087","URY",2017,"Uruguay",3422205,6.163,1.801
"1088","URY",2018,"Uruguay",3427044,6.571,1.917
"1089","URY",2019,"Uruguay",3428412,6.49,1.893
"1090","URY",2020,"Uruguay",3429087,6.297,1.836
"1091","USA",2016,"United States",327210208,5251.757,16.05
"1092","USA",2017,"United States",329791232,5210.958,15.801
"1093","USA",2018,"United States",332140032,5376.657,16.188
"1094","USA",2019,"United States",334319680,5259.144,15.731
"1095","USA",2020,"United States",335942016,4715.691,14.037
"1096","UZB",2016,"Uzbekistan",31453576,110.139,3.502
"1097","UZB",2017,"Uzbekistan",31945680,108.931,3.41
"1098","UZB",2018,"Uzbekistan",32449578,116.464,3.589
"1099","UZB",2019,"Uzbekistan",32976946,118.798,3.602
"1100","UZB",2020,"Uzbekistan",33526662,118.24,3.527
"1101","VCT",2016,"Saint Vincent and the Grenadines",105971,0.242,2.282
"1102","VCT",2017,"Saint Vincent and the Grenadines",105568,0.216,2.048
"1103","VCT",2018,"Saint Vincent and the Grenadines",105297,0.242,2.297
"1104","VCT",2019,"Saint Vincent and the Grenadines",104940,0.227,2.165
"1105","VCT",2020,"Saint Vincent and the Grenadines",104644,0.194,1.853
"1106","VEN",2016,"Venezuela",30741464,152.385,4.957
"1107","VEN",2017,"Venezuela",30563430,140.385,4.593
"1108","VEN",2018,"Venezuela",29825652,102.672,3.442
"1109","VEN",2019,"Venezuela",28971686,89.111,3.076
"1110","VEN",2020,"Venezuela",28490458,76.467,2.684
"1111","VGB",2016,"British Virgin Islands",29763,0.213,7.14
"1112","VGB",2017,"British Virgin Islands",30084,0.169,5.602
"1113","VGB",2018,"British Virgin Islands",30359,0.161,5.31
"1114","VGB",2019,"British Virgin Islands",30631,0.169,5.502
"1115","VGB",2020,"British Virgin Islands",30934,0.144,4.652
"1116","VIR",2016,"United States Virgin Islands",102330,NA,NA
"1117","VIR",2017,"United States Virgin Islands",101860,NA,NA
"1118","VIR",2018,"United States Virgin Islands",101377,NA,NA
"1119","VIR",2019,"United States Virgin Islands",100837,NA,NA
"1120","VIR",2020,"United States Virgin Islands",100452,NA,NA
"1121","VNM",2016,"Vietnam",93126528,226.1,2.428
"1122","VNM",2017,"Vietnam",94033048,233.041,2.478
"1123","VNM",2018,"Vietnam",94914328,274.223,2.889
"1124","VNM",2019,"Vietnam",95776712,341.005,3.56
"1125","VNM",2020,"Vietnam",96648680,328.9,3.403
"1126","VUT",2016,"Vanuatu",283239,0.147,0.517
"1127","VUT",2017,"Vanuatu",290250,0.139,0.48
"1128","VUT",2018,"Vanuatu",297307,0.176,0.592
"1129","VUT",2019,"Vanuatu",304414,0.161,0.53
"1130","VUT",2020,"Vanuatu",311694,0.17,0.546
"1131","WLF",2016,"Wallis and Futuna",12086,0.026,2.122
"1132","WLF",2017,"Wallis and Futuna",11961,0.026,2.144
"1133","WLF",2018,"Wallis and Futuna",11840,0.026,2.166
"1134","WLF",2019,"Wallis and Futuna",11735,0.026,2.186
"1135","WLF",2020,"Wallis and Futuna",11679,0.027,2.318
"1136","WSM",2016,"Samoa",205559,0.238,1.159
"1137","WSM",2017,"Samoa",207642,0.245,1.182
"1138","WSM",2018,"Samoa",209715,0.238,1.136
"1139","WSM",2019,"Samoa",211915,0.271,1.279
"1140","WSM",2020,"Samoa",214934,0.286,1.331
"1141","YEM",2016,"Yemen",29274010,10.902,0.372
"1142","YEM",2017,"Yemen",30034386,10.589,0.353
"1143","YEM",2018,"Yemen",30790514,10.474,0.34
"1144","YEM",2019,"Yemen",31546694,12.684,0.402
"1145","YEM",2020,"Yemen",32284044,12.14,0.376
"1146","ZAF",2016,"South Africa",56422272,456.973,8.099
"1147","ZAF",2017,"South Africa",56641208,439.38,7.757
"1148","ZAF",2018,"South Africa",57339632,435.237,7.591
"1149","ZAF",2019,"South Africa",58087060,466.924,8.038
"1150","ZAF",2020,"South Africa",58801928,435.832,7.412
"1151","ZMB",2016,"Zambia",16767758,5.857,0.349
"1152","ZMB",2017,"Zambia",17298056,6.843,0.396
"1153","ZMB",2018,"Zambia",17835898,7.412,0.416
"1154","ZMB",2019,"Zambia",18380478,7.747,0.421
"1155","ZMB",2020,"Zambia",18927716,7.281,0.385
"1156","ZWE",2016,"Zimbabwe",14452705,10.533,0.729
"1157","ZWE",2017,"Zimbabwe",14751101,9.596,0.651
"1158","ZWE",2018,"Zimbabwe",15052191,11.795,0.784
"1159","ZWE",2019,"Zimbabwe",15354606,11.115,0.724
"1160","ZWE",2020,"Zimbabwe",15669663,10.608,0.677
"1161",NA,2016,"Africa",1232111820,1363.459,1.107
"1162",NA,2016,"Africa (GCP)",NA,1363.444,NA
"1163",NA,2016,"Asia",4502955714,19303.904,4.287
"1164",NA,2016,"Asia (GCP)",NA,16780.689,NA
"1165",NA,2016,"Asia (excl. China and India)",NA,7155.11,4.06
"1166",NA,2016,"Central America (GCP)",NA,180.581,NA
"1167",NA,2016,"Europe",744519366,5598.924,7.524
"1168",NA,2016,"Europe (GCP)",NA,5598.924,NA
"1169",NA,2016,"Europe (excl. EU-27)",NA,2499.178,8.303
"1170",NA,2016,"Europe (excl. EU-28)",NA,2099.748,8.923
"1171",NA,2016,"European Union (27)",NA,3099.746,6.994
"1172",NA,2016,"European Union (27) (GCP)",NA,3099.746,NA
"1173",NA,2016,"European Union (28)",NA,3499.176,6.877
"1174",NA,2016,"High-income countries",1196437875,13287.066,11.113
"1175",NA,2016,"International transport",NA,1170.781,NA
"1176",NA,2016,"Kosovo",1750724,8.856,5.058
"1177",NA,2016,"Low-income countries",609614594,154.929,0.254
"1178",NA,2016,"Lower-middle-income countries",3190920278,5461.015,1.711
"1179",NA,2016,"Middle East (GCP)",NA,2530.027,NA
"1180",NA,2016,"Non-OECD (GCP)",NA,21806.699,NA
"1181",NA,2016,"North America",576008328,6473.23,11.248
"1182",NA,2016,"North America (GCP)",NA,6292.664,NA
"1183",NA,2016,"North America (excl. USA)",NA,1221.473,4.92
"1184",NA,2016,"OECD (GCP)",NA,12546.714,NA
"1185",NA,2016,"Oceania",41101240,461.105,11.288
"1186",NA,2016,"Oceania (GCP)",NA,454.294,NA
"1187",NA,2016,"South America",417101806,1152.788,2.764
"1188",NA,2016,"South America (GCP)",NA,1152.788,NA
"1189",NA,2016,"Upper-middle-income countries",2482967003,15287.408,6.157
"1190",NA,2016,"World",7513474048,35524.191,4.728
"1191",NA,2017,"Africa",1263333997,1379.49,1.092
"1192",NA,2017,"Africa (GCP)",NA,1379.479,NA
"1193",NA,2017,"Asia",4547095064,19839.646,4.363
"1194",NA,2017,"Asia (GCP)",NA,17204.828,NA
"1195",NA,2017,"Asia (excl. China and India)",NA,7393.669,4.148
"1196",NA,2017,"Central America (GCP)",NA,177.061,NA
"1197",NA,2017,"Europe",745660845,5630.62,7.555
"1198",NA,2017,"Europe (GCP)",NA,5630.62,NA
"1199",NA,2017,"Europe (excl. EU-27)",NA,2507.393,8.315
"1200",NA,2017,"Europe (excl. EU-28)",NA,2120.025,9.002
"1201",NA,2017,"European Union (27)",NA,3123.227,7.038
"1202",NA,2017,"European Union (27) (GCP)",NA,3123.227,NA
"1203",NA,2017,"European Union (28)",NA,3510.594,6.886
"1204",NA,2017,"High-income countries",1202872536,13285.368,11.052
"1205",NA,2017,"International transport",NA,1230.507,NA
"1206",NA,2017,"Kosovo",1731670,8.094,4.674
"1207",NA,2017,"Low-income countries",626187698,188.654,0.301
"1208",NA,2017,"Lower-middle-income countries",3236754793,5655.321,1.747
"1209",NA,2017,"Middle East (GCP)",NA,2641.287,NA
"1210",NA,2017,"Non-OECD (GCP)",NA,22331.613,NA
